pair_id,x,y,theta,scale,found,score
pair_078,0.0,0.0,0.0,0.0,0,0.0
pair_079,437.7240649611533,512.2217864008172,2.05,9.575999999999999,1,0.9256389585529043
pair_080,0.0,0.0,0.0,0.0,0,0.0
pair_081,643.4571949191728,625.3562813934049,0.5,9.499999999999998,1,0.894183230117568
pair_082,0.0,0.0,0.0,0.0,0,0.0
pair_083,0.0,0.0,0.0,0.0,0,0.0
pair_084,457.5550859731402,550.231844027359,3.3,9.153999999999998,1,0.9306431040145532
pair_085,0.0,0.0,0.0,0.0,0,0.0
pair_086,0.0,0.0,0.0,0.0,0,0.0
pair_087,562.0328712748895,483.7661493380784,-0.75,9.899999999999999,1,0.9471451139598572
pair_088,583.1306986107421,635.8124920153167,0.45,8.599999999999998,1,0.9445538797741244
pair_089,614.8543225041748,401.0993046289637,-3.5,11.570999999999998,1,0.9141876448696764
pair_090,348.04196637653826,417.602818221507,4.65,9.873500000000002,1,0.9498443846813012
pair_091,0.0,0.0,0.0,0.0,0,0.0
pair_092,399.0,370.0,4.8999999999999995,9.054499999999997,1,0.9228706472226286
pair_093,567.2090456532036,513.5594199547724,-2.6,8.379,1,0.9405538365165635
pair_094,0.0,0.0,0.0,0.0,0,0.0
pair_095,631.0213669043443,614.1652207134981,3.25,11.570999999999998,1,0.9040962481287996
pair_096,0.0,0.0,0.0,0.0,0,0.0
pair_097,537.1677860927801,462.4342376221357,0.09999999999999999,11.442499999999999,1,0.9470059318846186
pair_098,0.0,0.0,0.0,0.0,0,0.0
pair_099,416.9045117380385,408.8780337908248,4.1000000000000005,8.734,1,0.9032874203102574
pair_100,496.5552875519497,472.27026919317257,3.65,9.675749999999997,1,0.9545167853310972
pair_101,617.8956772935348,658.7918436935195,-0.5499999999999999,8.513999999999998,1,0.932367155219344
pair_102,0.0,0.0,0.0,0.0,0,0.0
pair_103,461.0832461177374,582.12047320447,3.4,11.8405,1,0.9062747187702328
pair_104,0.0,0.0,0.0,0.0,0,0.0
pair_105,390.9807917636589,437.4338602671011,-4.55,11.879999999999999,1,0.954544308440178
pair_106,353.03187752684426,447.9800770979875,3.4,10.276499999999999,1,0.9121003253622542
pair_107,551.9964949678883,330.7539148937233,-0.1,8.457499999999998,1,0.9437504147819882
pair_108,0.0,0.0,0.0,0.0,0,0.0
pair_109,594.5243997886158,558.123654507373,-2.1,11.2,1,0.9403249166756338
pair_110,0.0,0.0,0.0,0.0,0,0.0
pair_111,641.7296485683474,514.2424713942962,-1.05,8.039250000000001,1,0.9046334073845465
pair_112,0.0,0.0,0.0,0.0,0,0.0
pair_113,0.0,0.0,0.0,0.0,0,0.0
pair_114,641.4943405430324,410.512498638839,0.55,10.274250000000002,1,0.9457364954860004
pair_115,401.0,559.632577132905,-2.2,11.8405,1,0.918473690889302
pair_116,0.0,0.0,0.0,0.0,0,0.0
pair_117,463.6905705296428,378.257020247888,4.6499999999999995,11.483999999999998,1,0.9301807294218452
pair_118,0.0,0.0,0.0,0.0,0,0.0
pair_119,0.0,0.0,0.0,0.0,0,0.0
pair_120,0.0,0.0,0.0,0.0,0,0.0
pair_121,0.0,0.0,0.0,0.0,0,0.0
pair_122,455.43054277080313,564.5784338720948,-0.45,9.675749999999997,1,0.953697928293788
pair_123,0.0,0.0,0.0,0.0,0,0.0
pair_124,0.0,0.0,0.0,0.0,0,0.0
pair_125,605.5641896471157,541.5395473642117,-3.5,10.274249999999997,1,0.9315780946609692
pair_126,538.9991718873151,480.9375858382191,1.0,11.570999999999998,1,0.9369455450907326
pair_127,0.0,0.0,0.0,0.0,0,0.0
pair_128,0.0,0.0,0.0,0.0,0,0.0
pair_129,382.1261153341308,544.7889457860163,-3.35,8.513999999999998,1,0.9027215869913224
pair_130,418.7832687097829,549.4734887839675,-4.05,11.054999999999996,1,0.9302763919919648
pair_131,619.3813572002923,408.44454185155456,1.2,9.675749999999999,1,0.9455999281047298
pair_132,0.0,0.0,0.0,0.0,0,0.0
pair_133,592.3095548768929,394.1996435210058,4.05,10.593,1,0.9183775415536763
pair_134,0.0,0.0,0.0,0.0,0,0.0
pair_135,593.5946035302977,434.1484945424028,-0.5,8.181,1,0.9265914917039656
pair_136,0.0,0.0,0.0,0.0,0,0.0
pair_137,0.0,0.0,0.0,0.0,0,0.0
pair_138,0.0,0.0,0.0,0.0,0,0.0
pair_139,468.5333116780342,617.0545312880247,1.25,9.602999999999998,1,0.9105160049289754
pair_140,569.4642505815334,563.491541034426,3.15,8.9775,1,0.9155681677488068
pair_141,0.0,0.0,0.0,0.0,0,0.0
pair_142,0.0,0.0,0.0,0.0,0,0.0
pair_143,0.0,0.0,0.0,0.0,0,0.0
pair_144,0.0,0.0,0.0,0.0,0,0.0
pair_145,0.0,0.0,0.0,0.0,0,0.0
pair_146,0.0,0.0,0.0,0.0,0,0.0
pair_147,0.0,0.0,0.0,0.0,0,0.0
pair_148,0.0,0.0,0.0,0.0,0,0.0
pair_149,0.0,0.0,0.0,0.0,0,0.0
pair_150,0.0,0.0,0.0,0.0,0,0.0
pair_151,0.0,0.0,0.0,0.0,0,0.0
pair_152,0.0,0.0,0.0,0.0,0,0.0
pair_153,0.0,0.0,0.0,0.0,0,0.0
pair_154,0.0,0.0,0.0,0.0,0,0.0
pair_155,0.0,0.0,0.0,0.0,0,0.0
pair_156,0.0,0.0,0.0,0.0,0,0.0
pair_157,0.0,0.0,0.0,0.0,0,0.0
pair_158,0.0,0.0,0.0,0.0,0,0.0
pair_159,474.0029353843526,393.85673945508495,2.0,9.054499999999997,1,0.8982361540004078
pair_160,0.0,0.0,0.0,0.0,0,0.0
pair_161,0.0,0.0,0.0,0.0,0,0.0
pair_162,0.0,0.0,0.0,0.0,0,0.0
pair_163,0.0,0.0,0.0,0.0,0,0.0
pair_164,0.0,0.0,0.0,0.0,0,0.0
pair_165,0.0,0.0,0.0,0.0,0,0.0
pair_166,0.0,0.0,0.0,0.0,0,0.0
pair_167,0.0,0.0,0.0,0.0,0,0.0
pair_168,0.0,0.0,0.0,0.0,0,0.0
pair_169,0.0,0.0,0.0,0.0,0,0.0
pair_170,0.0,0.0,0.0,0.0,0,0.0
pair_171,0.0,0.0,0.0,0.0,0,0.0
pair_172,0.0,0.0,0.0,0.0,0,0.0
pair_173,0.0,0.0,0.0,0.0,0,0.0
pair_174,0.0,0.0,0.0,0.0,0,0.0
pair_175,0.0,0.0,0.0,0.0,0,0.0
pair_176,0.0,0.0,0.0,0.0,0,0.0
pair_177,0.0,0.0,0.0,0.0,0,0.0
pair_178,0.0,0.0,0.0,0.0,0,0.0
pair_179,0.0,0.0,0.0,0.0,0,0.0
